index,Place Name,Place ID,Place Sequence,Boardings,Alightings,Load,time,day,line,direction,per,level
4144,Jackson Square,B.70007,4,51,3.9,341,8am-9am,Wednesday,Orange Line,Northbound,57,placeholder
4145,Roxbury Crossing,B.70009,5,40,20.8,331,8am-9am,Wednesday,Orange Line,Northbound,55,placeholder
4146,Ruggles,B.70011,6,32,16.6,347,8am-9am,Wednesday,Orange Line,Northbound,58,placeholder
4147,Massachusetts Avenue,B.70013,7,31,28,382,8am-9am,Wednesday,Orange Line,Northbound,64,placeholder
4148,Back Bay,B.70015,8,63,68.4,345,8am-9am,Wednesday,Orange Line,Northbound,58,placeholder
4149,Tufts Medical Center,B.70017,9,13,30.3,328,8am-9am,Wednesday,Orange Line,Northbound,55,placeholder
4150,Chinatown,B.70019,10,6,23.3,310,8am-9am,Wednesday,Orange Line,Northbound,52,placeholder
4151,Downtown Crossing,B.70021,11,28,107.3,231,8am-9am,Wednesday,Orange Line,Northbound,38,placeholder
4152,State,B.70023,12,21,84.6,150,8am-9am,Wednesday,Orange Line,Northbound,25,placeholder
4153,Haymarket,B.70025,13,8,29.8,128,8am-9am,Wednesday,Orange Line,Northbound,21,placeholder
4154,North Station,B.70027,14,15,46.7,106,8am-9am,Wednesday,Orange Line,Northbound,18,placeholder
4155,Community College,B.70029,15,2,34,84,8am-9am,Wednesday,Orange Line,Northbound,14,placeholder
4156,Sullivan Square,B.70031,16,4,20.2,61,8am-9am,Wednesday,Orange Line,Northbound,10,placeholder
4157,Assembly,B.70279,17,1,29.6,38,8am-9am,Wednesday,Orange Line,Northbound,6,placeholder
4158,Wellington,B.70033,18,1,16.2,26,8am-9am,Wednesday,Orange Line,Northbound,4,placeholder
4159,Malden Center,B.70035,19,0,18.4,4,8am-9am,Wednesday,Orange Line,Northbound,1,placeholder
4160,Oak Grove,B.Oak Grove-01,20,0,4,0,8am-9am,Wednesday,Orange Line,Northbound,0,placeholder
4161,Forest Hills,B.Forest Hills-01,1,102,0,102,9am-10am,Wednesday,Orange Line,Northbound,17,placeholder
4162,Green Street,B.70003,2,31,1.2,132,9am-10am,Wednesday,Orange Line,Northbound,22,placeholder
4163,Stony Brook,B.70005,3,37,1.5,156,9am-10am,Wednesday,Orange Line,Northbound,26,placeholder
4164,Jackson Square,B.70007,4,30,2.4,184,9am-10am,Wednesday,Orange Line,Northbound,31,placeholder
4165,Roxbury Crossing,B.70009,5,20,11.3,209,9am-10am,Wednesday,Orange Line,Northbound,35,placeholder
4166,Ruggles,B.70011,6,17,16.8,230,9am-10am,Wednesday,Orange Line,Northbound,38,placeholder
4167,Massachusetts Avenue,B.70013,7,15,16.8,208,9am-10am,Wednesday,Orange Line,Northbound,35,placeholder
4168,Back Bay,B.70015,8,32,41.8,198,9am-10am,Wednesday,Orange Line,Northbound,33,placeholder
4169,Tufts Medical Center,B.70017,9,14,15.7,180,9am-10am,Wednesday,Orange Line,Northbound,30,placeholder
4170,Chinatown,B.70019,10,6,13.6,189,9am-10am,Wednesday,Orange Line,Northbound,32,placeholder
4171,Downtown Crossing,B.70021,11,25,73.2,160,9am-10am,Wednesday,Orange Line,Northbound,27,placeholder
4172,State,B.70023,12,16,59.6,117,9am-10am,Wednesday,Orange Line,Northbound,20,placeholder
4173,Haymarket,B.70025,13,9,23.9,102,9am-10am,Wednesday,Orange Line,Northbound,17,placeholder
4174,North Station,B.70027,14,15,24.3,83,9am-10am,Wednesday,Orange Line,Northbound,14,placeholder
4175,Community College,B.70029,15,2,24.4,60,9am-10am,Wednesday,Orange Line,Northbound,10,placeholder
4176,Sullivan Square,B.70031,16,5,18,53,9am-10am,Wednesday,Orange Line,Northbound,9,placeholder
4177,Assembly,B.70279,17,1,17,36,9am-10am,Wednesday,Orange Line,Northbound,6,placeholder
4178,Wellington,B.70033,18,1,10.6,23,9am-10am,Wednesday,Orange Line,Northbound,4,placeholder
4179,Malden Center,B.70035,19,0,17.9,5,9am-10am,Wednesday,Orange Line,Northbound,1,placeholder
4180,Oak Grove,B.Oak Grove-01,20,0,5.4,0,9am-10am,Wednesday,Orange Line,Northbound,0,placeholder
4181,Forest Hills,B.Forest Hills-01,1,53,0,53,10am-11am,Wednesday,Orange Line,Northbound,9,placeholder
4182,Green Street,B.70003,2,14,0.7,61,10am-11am,Wednesday,Orange Line,Northbound,10,placeholder
4183,Stony Brook,B.70005,3,17,0.9,83,10am-11am,Wednesday,Orange Line,Northbound,14,placeholder
4184,Jackson Square,B.70007,4,16,2,96,10am-11am,Wednesday,Orange Line,Northbound,16,placeholder
4185,Roxbury Crossing,B.70009,5,11,4.4,95,10am-11am,Wednesday,Orange Line,Northbound,16,placeholder
4186,Ruggles,B.70011,6,13,6.8,93,10am-11am,Wednesday,Orange Line,Northbound,16,placeholder
4187,Massachusetts Avenue,B.70013,7,12,8.9,104,10am-11am,Wednesday,Orange Line,Northbound,17,placeholder
4188,Back Bay,B.70015,8,21,19.3,105,10am-11am,Wednesday,Orange Line,Northbound,18,placeholder
4189,Tufts Medical Center,B.70017,9,14,9.9,109,10am-11am,Wednesday,Orange Line,Northbound,18,placeholder
4190,Chinatown,B.70019,10,9,8.2,120,10am-11am,Wednesday,Orange Line,Northbound,20,placeholder
4191,Downtown Crossing,B.70021,11,24,37.8,96,10am-11am,Wednesday,Orange Line,Northbound,16,placeholder
4192,State,B.70023,12,11,25.8,82,10am-11am,Wednesday,Orange Line,Northbound,14,placeholder
4193,Haymarket,B.70025,13,6,13.2,74,10am-11am,Wednesday,Orange Line,Northbound,12,placeholder
4194,North Station,B.70027,14,14,15.6,72,10am-11am,Wednesday,Orange Line,Northbound,12,placeholder
4195,Community College,B.70029,15,2,15,59,10am-11am,Wednesday,Orange Line,Northbound,10,placeholder
4196,Sullivan Square,B.70031,16,3,14.1,48,10am-11am,Wednesday,Orange Line,Northbound,8,placeholder
4197,Assembly,B.70279,17,2,9.8,36,10am-11am,Wednesday,Orange Line,Northbound,6,placeholder
4198,Wellington,B.70033,18,0,9.7,27,10am-11am,Wednesday,Orange Line,Northbound,4,placeholder
4199,Malden Center,B.70035,19,1,20.9,9,10am-11am,Wednesday,Orange Line,Northbound,2,placeholder
4200,Oak Grove,B.Oak Grove-01,20,0,10.4,0,10am-11am,Wednesday,Orange Line,Northbound,0,placeholder
4201,Forest Hills,B.Forest Hills-01,1,48,0,48,11am-12pm,Wednesday,Orange Line,Northbound,8,placeholder
4202,Green Street,B.70003,2,12,0.7,56,11am-12pm,Wednesday,Orange Line,Northbound,9,placeholder
4203,Stony Brook,B.70005,3,13,0.8,68,11am-12pm,Wednesday,Orange Line,Northbound,11,placeholder
4204,Jackson Square,B.70007,4,13,2.2,85,11am-12pm,Wednesday,Orange Line,Northbound,14,placeholder
4205,Roxbury Crossing,B.70009,5,13,4.4,94,11am-12pm,Wednesday,Orange Line,Northbound,16,placeholder
4206,Ruggles,B.70011,6,10,7.4,96,11am-12pm,Wednesday,Orange Line,Northbound,16,placeholder
4207,Massachusetts Avenue,B.70013,7,14,7.8,94,11am-12pm,Wednesday,Orange Line,Northbound,16,placeholder
4208,Back Bay,B.70015,8,26,17.8,110,11am-12pm,Wednesday,Orange Line,Northbound,18,placeholder
4209,Tufts Medical Center,B.70017,9,17,9.4,118,11am-12pm,Wednesday,Orange Line,Northbound,20,placeholder
4210,Chinatown,B.70019,10,13,8.7,113,11am-12pm,Wednesday,Orange Line,Northbound,19,placeholder
4211,Downtown Crossing,B.70021,11,26,41.6,107,11am-12pm,Wednesday,Orange Line,Northbound,18,placeholder
4212,State,B.70023,12,13,28.6,91,11am-12pm,Wednesday,Orange Line,Northbound,15,placeholder
4213,Haymarket,B.70025,13,6,14.4,83,11am-12pm,Wednesday,Orange Line,Northbound,14,placeholder
4214,North Station,B.70027,14,14,16,80,11am-12pm,Wednesday,Orange Line,Northbound,13,placeholder
4215,Community College,B.70029,15,3,14.5,62,11am-12pm,Wednesday,Orange Line,Northbound,10,placeholder
4216,Sullivan Square,B.70031,16,3,13.9,52,11am-12pm,Wednesday,Orange Line,Northbound,9,placeholder
4217,Assembly,B.70279,17,2,12.2,46,11am-12pm,Wednesday,Orange Line,Northbound,8,placeholder
4218,Wellington,B.70033,18,0,10.2,36,11am-12pm,Wednesday,Orange Line,Northbound,6,placeholder
4219,Malden Center,B.70035,19,0,23.5,10,11am-12pm,Wednesday,Orange Line,Northbound,2,placeholder
4220,Oak Grove,B.Oak Grove-01,20,0,9.3,0,11am-12pm,Wednesday,Orange Line,Northbound,0,placeholder
4221,Forest Hills,B.Forest Hills-01,1,41,0,41,12pm-1pm,Wednesday,Orange Line,Northbound,7,placeholder
4222,Green Street,B.70003,2,12,0.7,60,12pm-1pm,Wednesday,Orange Line,Northbound,10,placeholder
4223,Stony Brook,B.70005,3,11,1,70,12pm-1pm,Wednesday,Orange Line,Northbound,12,placeholder
4224,Jackson Square,B.70007,4,17,1.8,79,12pm-1pm,Wednesday,Orange Line,Northbound,13,placeholder
4225,Roxbury Crossing,B.70009,5,13,3.8,89,12pm-1pm,Wednesday,Orange Line,Northbound,15,placeholder
4226,Ruggles,B.70011,6,11,6.6,101,12pm-1pm,Wednesday,Orange Line,Northbound,17,placeholder
4227,Massachusetts Avenue,B.70013,7,14,9.7,105,12pm-1pm,Wednesday,Orange Line,Northbound,18,placeholder
4228,Back Bay,B.70015,8,27,18.9,113,12pm-1pm,Wednesday,Orange Line,Northbound,19,placeholder
4229,Tufts Medical Center,B.70017,9,19,8.6,124,12pm-1pm,Wednesday,Orange Line,Northbound,21,placeholder
4230,Chinatown,B.70019,10,16,9.4,131,12pm-1pm,Wednesday,Orange Line,Northbound,22,placeholder
4231,Downtown Crossing,B.70021,11,30,40.2,110,12pm-1pm,Wednesday,Orange Line,Northbound,18,placeholder
4232,State,B.70023,12,15,31.4,93,12pm-1pm,Wednesday,Orange Line,Northbound,16,placeholder
4233,Haymarket,B.70025,13,7,14.4,86,12pm-1pm,Wednesday,Orange Line,Northbound,14,placeholder
4234,North Station,B.70027,14,15,13.4,87,12pm-1pm,Wednesday,Orange Line,Northbound,14,placeholder
4235,Community College,B.70029,15,2,15.8,82,12pm-1pm,Wednesday,Orange Line,Northbound,14,placeholder
4236,Sullivan Square,B.70031,16,2,14.8,63,12pm-1pm,Wednesday,Orange Line,Northbound,10,placeholder
4237,Assembly,B.70279,17,2,12.5,52,12pm-1pm,Wednesday,Orange Line,Northbound,9,placeholder
4238,Wellington,B.70033,18,1,12.1,41,12pm-1pm,Wednesday,Orange Line,Northbound,7,placeholder
4239,Malden Center,B.70035,19,1,28.3,17,12pm-1pm,Wednesday,Orange Line,Northbound,3,placeholder
4240,Oak Grove,B.Oak Grove-01,20,0,15.4,0,12pm-1pm,Wednesday,Orange Line,Northbound,0,placeholder
4241,Forest Hills,B.Forest Hills-01,1,45,0,45,1pm-2pm,Wednesday,Orange Line,Northbound,8,placeholder
4242,Green Street,B.70003,2,12,0.7,53,1pm-2pm,Wednesday,Orange Line,Northbound,9,placeholder
4243,Stony Brook,B.70005,3,10,1.6,57,1pm-2pm,Wednesday,Orange Line,Northbound,10,placeholder
4244,Jackson Square,B.70007,4,15,2.8,74,1pm-2pm,Wednesday,Orange Line,Northbound,12,placeholder
4245,Roxbury Crossing,B.70009,5,17,4.2,94,1pm-2pm,Wednesday,Orange Line,Northbound,16,placeholder
4246,Ruggles,B.70011,6,12,7.4,90,1pm-2pm,Wednesday,Orange Line,Northbound,15,placeholder
4247,Massachusetts Avenue,B.70013,7,13,8.2,95,1pm-2pm,Wednesday,Orange Line,Northbound,16,placeholder
4248,Back Bay,B.70015,8,29,13.1,103,1pm-2pm,Wednesday,Orange Line,Northbound,17,placeholder
4249,Tufts Medical Center,B.70017,9,19,6.7,116,1pm-2pm,Wednesday,Orange Line,Northbound,19,placeholder
4250,Chinatown,B.70019,10,20,7.3,138,1pm-2pm,Wednesday,Orange Line,Northbound,23,placeholder
4251,Downtown Crossing,B.70021,11,40,43.8,134,1pm-2pm,Wednesday,Orange Line,Northbound,22,placeholder
4252,State,B.70023,12,23,33.5,124,1pm-2pm,Wednesday,Orange Line,Northbound,21,placeholder
4253,Haymarket,B.70025,13,9,14.8,119,1pm-2pm,Wednesday,Orange Line,Northbound,20,placeholder
4254,North Station,B.70027,14,18,19.4,117,1pm-2pm,Wednesday,Orange Line,Northbound,20,placeholder
4255,Community College,B.70029,15,7,18,106,1pm-2pm,Wednesday,Orange Line,Northbound,18,placeholder
4256,Sullivan Square,B.70031,16,4,26.8,93,1pm-2pm,Wednesday,Orange Line,Northbound,16,placeholder
4257,Assembly,B.70279,17,3,17.4,70,1pm-2pm,Wednesday,Orange Line,Northbound,12,placeholder
4258,Wellington,B.70033,18,1,18.2,53,1pm-2pm,Wednesday,Orange Line,Northbound,9,placeholder
4259,Malden Center,B.70035,19,0,41.2,18,1pm-2pm,Wednesday,Orange Line,Northbound,3,placeholder
4260,Oak Grove,B.Oak Grove-01,20,0,17.6,0,1pm-2pm,Wednesday,Orange Line,Northbound,0,placeholder
4261,Forest Hills,B.Forest Hills-01,1,51,0,51,2pm-3pm,Wednesday,Orange Line,Northbound,8,placeholder
4262,Green Street,B.70003,2,19,0.8,78,2pm-3pm,Wednesday,Orange Line,Northbound,13,placeholder
4263,Stony Brook,B.70005,3,16,2.4,99,2pm-3pm,Wednesday,Orange Line,Northbound,16,placeholder
4264,Jackson Square,B.70007,4,21,6.1,105,2pm-3pm,Wednesday,Orange Line,Northbound,18,placeholder
4265,Roxbury Crossing,B.70009,5,52,5.9,143,2pm-3pm,Wednesday,Orange Line,Northbound,24,placeholder
4266,Ruggles,B.70011,6,37,9.1,170,2pm-3pm,Wednesday,Orange Line,Northbound,28,placeholder
4267,Massachusetts Avenue,B.70013,7,17,14.4,189,2pm-3pm,Wednesday,Orange Line,Northbound,32,placeholder
4268,Back Bay,B.70015,8,48,36.6,219,2pm-3pm,Wednesday,Orange Line,Northbound,36,placeholder
4269,Tufts Medical Center,B.70017,9,32,13,238,2pm-3pm,Wednesday,Orange Line,Northbound,40,placeholder
4270,Chinatown,B.70019,10,29,12.4,233,2pm-3pm,Wednesday,Orange Line,Northbound,39,placeholder
4271,Downtown Crossing,B.70021,11,56,70.3,218,2pm-3pm,Wednesday,Orange Line,Northbound,36,placeholder
4272,State,B.70023,12,30,76.6,194,2pm-3pm,Wednesday,Orange Line,Northbound,32,placeholder
4273,Haymarket,B.70025,13,10,26.7,199,2pm-3pm,Wednesday,Orange Line,Northbound,33,placeholder
4274,North Station,B.70027,14,28,30.7,196,2pm-3pm,Wednesday,Orange Line,Northbound,33,placeholder
4275,Community College,B.70029,15,7,23.2,160,2pm-3pm,Wednesday,Orange Line,Northbound,27,placeholder
4276,Sullivan Square,B.70031,16,7,31.8,121,2pm-3pm,Wednesday,Orange Line,Northbound,20,placeholder
4277,Assembly,B.70279,17,3,22.6,101,2pm-3pm,Wednesday,Orange Line,Northbound,17,placeholder
4278,Wellington,B.70033,18,1,24.3,78,2pm-3pm,Wednesday,Orange Line,Northbound,13,placeholder
4279,Malden Center,B.70035,19,1,49.9,29,2pm-3pm,Wednesday,Orange Line,Northbound,5,placeholder
4280,Oak Grove,B.Oak Grove-01,20,0,28.7,0,2pm-3pm,Wednesday,Orange Line,Northbound,0,placeholder
4281,Forest Hills,B.Forest Hills-01,1,66,0,66,3pm-4pm,Wednesday,Orange Line,Northbound,11,placeholder
4282,Green Street,B.70003,2,15,1,68,3pm-4pm,Wednesday,Orange Line,Northbound,11,placeholder
4283,Stony Brook,B.70005,3,15,2.1,75,3pm-4pm,Wednesday,Orange Line,Northbound,12,placeholder
4284,Jackson Square,B.70007,4,25,5.2,102,3pm-4pm,Wednesday,Orange Line,Northbound,17,placeholder
4285,Roxbury Crossing,B.70009,5,32,7.1,136,3pm-4pm,Wednesday,Orange Line,Northbound,23,placeholder
4286,Ruggles,B.70011,6,37,11,162,3pm-4pm,Wednesday,Orange Line,Northbound,27,placeholder
4287,Massachusetts Avenue,B.70013,7,26,11.6,161,3pm-4pm,Wednesday,Orange Line,Northbound,27,placeholder
4288,Back Bay,B.70015,8,58,25.8,194,3pm-4pm,Wednesday,Orange Line,Northbound,32,placeholder
4289,Tufts Medical Center,B.70017,9,43,10.6,246,3pm-4pm,Wednesday,Orange Line,Northbound,41,placeholder
4290,Chinatown,B.70019,10,27,9.6,241,3pm-4pm,Wednesday,Orange Line,Northbound,40,placeholder
4291,Downtown Crossing,B.70021,11,67,65.1,243,3pm-4pm,Wednesday,Orange Line,Northbound,40,placeholder
4292,State,B.70023,12,42,55.8,208,3pm-4pm,Wednesday,Orange Line,Northbound,35,placeholder
4293,Haymarket,B.70025,13,13,19.2,186,3pm-4pm,Wednesday,Orange Line,Northbound,31,placeholder
4294,North Station,B.70027,14,36,32.2,206,3pm-4pm,Wednesday,Orange Line,Northbound,34,placeholder
4295,Community College,B.70029,15,9,20.5,195,3pm-4pm,Wednesday,Orange Line,Northbound,32,placeholder
4296,Sullivan Square,B.70031,16,7,44.3,175,3pm-4pm,Wednesday,Orange Line,Northbound,29,placeholder
4297,Assembly,B.70279,17,4,30.6,167,3pm-4pm,Wednesday,Orange Line,Northbound,28,placeholder
4298,Wellington,B.70033,18,1,39.9,128,3pm-4pm,Wednesday,Orange Line,Northbound,21,placeholder
4299,Malden Center,B.70035,19,1,68.6,39,3pm-4pm,Wednesday,Orange Line,Northbound,6,placeholder
4300,Oak Grove,B.Oak Grove-01,20,0,42.5,0,3pm-4pm,Wednesday,Orange Line,Northbound,0,placeholder
4301,Forest Hills,B.Forest Hills-01,1,59,0,59,4pm-5pm,Wednesday,Orange Line,Northbound,10,placeholder
4302,Green Street,B.70003,2,17,1.2,80,4pm-5pm,Wednesday,Orange Line,Northbound,13,placeholder
4303,Stony Brook,B.70005,3,20,2.6,98,4pm-5pm,Wednesday,Orange Line,Northbound,16,placeholder
4304,Jackson Square,B.70007,4,28,5.5,112,4pm-5pm,Wednesday,Orange Line,Northbound,19,placeholder
4305,Roxbury Crossing,B.70009,5,25,8.1,139,4pm-5pm,Wednesday,Orange Line,Northbound,23,placeholder
4306,Ruggles,B.70011,6,46,11.6,173,4pm-5pm,Wednesday,Orange Line,Northbound,29,placeholder
4307,Massachusetts Avenue,B.70013,7,32,13.9,192,4pm-5pm,Wednesday,Orange Line,Northbound,32,placeholder
4308,Back Bay,B.70015,8,104,26.4,254,4pm-5pm,Wednesday,Orange Line,Northbound,42,placeholder
4309,Tufts Medical Center,B.70017,9,64,11.4,329,4pm-5pm,Wednesday,Orange Line,Northbound,55,placeholder
4310,Chinatown,B.70019,10,38,12.3,355,4pm-5pm,Wednesday,Orange Line,Northbound,59,placeholder
4311,Downtown Crossing,B.70021,11,78,83.9,350,4pm-5pm,Wednesday,Orange Line,Northbound,58,placeholder
4312,State,B.70023,12,72,71.4,351,4pm-5pm,Wednesday,Orange Line,Northbound,58,placeholder
4313,Haymarket,B.70025,13,19,27.6,342,4pm-5pm,Wednesday,Orange Line,Northbound,57,placeholder
4314,North Station,B.70027,14,70,56.5,356,4pm-5pm,Wednesday,Orange Line,Northbound,59,placeholder
4315,Community College,B.70029,15,11,23.7,343,4pm-5pm,Wednesday,Orange Line,Northbound,57,placeholder
4316,Sullivan Square,B.70031,16,10,58.1,330,4pm-5pm,Wednesday,Orange Line,Northbound,55,placeholder
4317,Assembly,B.70279,17,8,38.7,269,4pm-5pm,Wednesday,Orange Line,Northbound,45,placeholder
4318,Wellington,B.70033,18,1,54.7,216,4pm-5pm,Wednesday,Orange Line,Northbound,36,placeholder
4319,Malden Center,B.70035,19,1,130.3,108,4pm-5pm,Wednesday,Orange Line,Northbound,18,placeholder
4320,Oak Grove,B.Oak Grove-01,20,0,108.4,0,4pm-5pm,Wednesday,Orange Line,Northbound,0,placeholder
4321,Forest Hills,B.Forest Hills-01,1,58,0,58,5pm-6pm,Wednesday,Orange Line,Northbound,10,placeholder
4322,Green Street,B.70003,2,20,1.1,72,5pm-6pm,Wednesday,Orange Line,Northbound,12,placeholder
4323,Stony Brook,B.70005,3,17,1.7,88,5pm-6pm,Wednesday,Orange Line,Northbound,15,placeholder
4324,Jackson Square,B.70007,4,23,3.6,116,5pm-6pm,Wednesday,Orange Line,Northbound,19,placeholder
4325,Roxbury Crossing,B.70009,5,23,3.8,116,5pm-6pm,Wednesday,Orange Line,Northbound,19,placeholder
4326,Ruggles,B.70011,6,42,7.1,161,5pm-6pm,Wednesday,Orange Line,Northbound,27,placeholder
4327,Massachusetts Avenue,B.70013,7,32,11.6,181,5pm-6pm,Wednesday,Orange Line,Northbound,30,placeholder
4328,Back Bay,B.70015,8,149,24.5,306,5pm-6pm,Wednesday,Orange Line,Northbound,51,placeholder
4329,Tufts Medical Center,B.70017,9,55,7.1,328,5pm-6pm,Wednesday,Orange Line,Northbound,55,placeholder
4330,Chinatown,B.70019,10,41,13.7,385,5pm-6pm,Wednesday,Orange Line,Northbound,64,placeholder
4331,Downtown Crossing,B.70021,11,116,79.8,422,5pm-6pm,Wednesday,Orange Line,Northbound,70,placeholder
4332,State,B.70023,12,102,60.6,462,5pm-6pm,Wednesday,Orange Line,Northbound,77,placeholder
4333,Haymarket,B.70025,13,23,30.1,455,5pm-6pm,Wednesday,Orange Line,Northbound,76,placeholder
4334,North Station,B.70027,14,77,75.6,457,5pm-6pm,Wednesday,Orange Line,Northbound,76,placeholder
4335,Community College,B.70029,15,14,24.2,447,5pm-6pm,Wednesday,Orange Line,Northbound,74,placeholder
4336,Sullivan Square,B.70031,16,11,55.5,333,5pm-6pm,Wednesday,Orange Line,Northbound,56,placeholder
4337,Assembly,B.70279,17,8,46.1,323,5pm-6pm,Wednesday,Orange Line,Northbound,54,placeholder
4338,Wellington,B.70033,18,2,71.4,253,5pm-6pm,Wednesday,Orange Line,Northbound,42,placeholder
4339,Malden Center,B.70035,19,1,150.8,126,5pm-6pm,Wednesday,Orange Line,Northbound,21,placeholder
4340,Oak Grove,B.Oak Grove-01,20,0,115.5,0,5pm-6pm,Wednesday,Orange Line,Northbound,0,placeholder
4341,Forest Hills,B.Forest Hills-01,1,38,0,38,6pm-7pm,Wednesday,Orange Line,Northbound,6,placeholder
4342,Green Street,B.70003,2,14,1,51,6pm-7pm,Wednesday,Orange Line,Northbound,8,placeholder
4343,Stony Brook,B.70005,3,16,1.2,70,6pm-7pm,Wednesday,Orange Line,Northbound,12,placeholder
4344,Jackson Square,B.70007,4,13,3.2,74,6pm-7pm,Wednesday,Orange Line,Northbound,12,placeholder
4345,Roxbury Crossing,B.70009,5,19,4.7,95,6pm-7pm,Wednesday,Orange Line,Northbound,16,placeholder
4346,Ruggles,B.70011,6,19,5.1,101,6pm-7pm,Wednesday,Orange Line,Northbound,17,placeholder
4347,Massachusetts Avenue,B.70013,7,20,8.6,113,6pm-7pm,Wednesday,Orange Line,Northbound,19,placeholder
4348,Back Bay,B.70015,8,101,15.7,209,6pm-7pm,Wednesday,Orange Line,Northbound,35,placeholder
4349,Tufts Medical Center,B.70017,9,32,6.6,256,6pm-7pm,Wednesday,Orange Line,Northbound,43,placeholder
4350,Chinatown,B.70019,10,29,11.3,250,6pm-7pm,Wednesday,Orange Line,Northbound,42,placeholder
4351,Downtown Crossing,B.70021,11,100,52.9,297,6pm-7pm,Wednesday,Orange Line,Northbound,50,placeholder
4352,State,B.70023,12,54,44.9,306,6pm-7pm,Wednesday,Orange Line,Northbound,51,placeholder
4353,Haymarket,B.70025,13,16,25.9,296,6pm-7pm,Wednesday,Orange Line,Northbound,49,placeholder
4354,North Station,B.70027,14,66,48.8,288,6pm-7pm,Wednesday,Orange Line,Northbound,48,placeholder
4355,Community College,B.70029,15,8,21.7,332,6pm-7pm,Wednesday,Orange Line,Northbound,55,placeholder
4356,Sullivan Square,B.70031,16,9,53.6,288,6pm-7pm,Wednesday,Orange Line,Northbound,48,placeholder
4357,Assembly,B.70279,17,7,39.7,229,6pm-7pm,Wednesday,Orange Line,Northbound,38,placeholder
4358,Wellington,B.70033,18,2,51.6,179,6pm-7pm,Wednesday,Orange Line,Northbound,30,placeholder
4359,Malden Center,B.70035,19,1,98,67,6pm-7pm,Wednesday,Orange Line,Northbound,11,placeholder
4360,Oak Grove,B.Oak Grove-01,20,0,72.9,0,6pm-7pm,Wednesday,Orange Line,Northbound,0,placeholder
4361,Forest Hills,B.Forest Hills-01,1,23,0,23,7pm-8pm,Wednesday,Orange Line,Northbound,4,placeholder
4362,Green Street,B.70003,2,7,0.4,29,7pm-8pm,Wednesday,Orange Line,Northbound,5,placeholder
4363,Stony Brook,B.70005,3,9,1.1,35,7pm-8pm,Wednesday,Orange Line,Northbound,6,placeholder
4364,Jackson Square,B.70007,4,12,2.3,49,7pm-8pm,Wednesday,Orange Line,Northbound,8,placeholder
4365,Roxbury Crossing,B.70009,5,11,2.7,52,7pm-8pm,Wednesday,Orange Line,Northbound,9,placeholder
4366,Ruggles,B.70011,6,13,4.1,66,7pm-8pm,Wednesday,Orange Line,Northbound,11,placeholder
4367,Massachusetts Avenue,B.70013,7,13,5.3,73,7pm-8pm,Wednesday,Orange Line,Northbound,12,placeholder
4368,Back Bay,B.70015,8,48,9.7,105,7pm-8pm,Wednesday,Orange Line,Northbound,18,placeholder
4369,Tufts Medical Center,B.70017,9,23,3.4,117,7pm-8pm,Wednesday,Orange Line,Northbound,20,placeholder
4370,Chinatown,B.70019,10,26,5.6,147,7pm-8pm,Wednesday,Orange Line,Northbound,24,placeholder
4371,Downtown Crossing,B.70021,11,52,31.1,168,7pm-8pm,Wednesday,Orange Line,Northbound,28,placeholder
4372,State,B.70023,12,27,30.4,164,7pm-8pm,Wednesday,Orange Line,Northbound,27,placeholder
4373,Haymarket,B.70025,13,12,14.8,161,7pm-8pm,Wednesday,Orange Line,Northbound,27,placeholder
4374,North Station,B.70027,14,39,26.7,188,7pm-8pm,Wednesday,Orange Line,Northbound,31,placeholder
4375,Community College,B.70029,15,6,10,168,7pm-8pm,Wednesday,Orange Line,Northbound,28,placeholder
4376,Sullivan Square,B.70031,16,5,31.6,142,7pm-8pm,Wednesday,Orange Line,Northbound,24,placeholder
4377,Assembly,B.70279,17,5,19,128,7pm-8pm,Wednesday,Orange Line,Northbound,21,placeholder
4378,Wellington,B.70033,18,1,28.7,100,7pm-8pm,Wednesday,Orange Line,Northbound,17,placeholder
4379,Malden Center,B.70035,19,1,57,36,7pm-8pm,Wednesday,Orange Line,Northbound,6,placeholder
4380,Oak Grove,B.Oak Grove-01,20,0,35.9,0,7pm-8pm,Wednesday,Orange Line,Northbound,0,placeholder
4381,Forest Hills,B.Forest Hills-01,1,17,0,17,8pm-9pm,Wednesday,Orange Line,Northbound,3,placeholder
4382,Green Street,B.70003,2,4,0.3,20,8pm-9pm,Wednesday,Orange Line,Northbound,3,placeholder
4383,Stony Brook,B.70005,3,5,1.2,25,8pm-9pm,Wednesday,Orange Line,Northbound,4,placeholder
4384,Jackson Square,B.70007,4,5,2,28,8pm-9pm,Wednesday,Orange Line,Northbound,5,placeholder
4385,Roxbury Crossing,B.70009,5,6,2,32,8pm-9pm,Wednesday,Orange Line,Northbound,5,placeholder
4386,Ruggles,B.70011,6,8,1.6,36,8pm-9pm,Wednesday,Orange Line,Northbound,6,placeholder
4387,Massachusetts Avenue,B.70013,7,10,3.5,43,8pm-9pm,Wednesday,Orange Line,Northbound,7,placeholder
4388,Back Bay,B.70015,8,39,6.4,84,8pm-9pm,Wednesday,Orange Line,Northbound,14,placeholder
4389,Tufts Medical Center,B.70017,9,13,3.9,85,8pm-9pm,Wednesday,Orange Line,Northbound,14,placeholder
4390,Chinatown,B.70019,10,19,2.9,101,8pm-9pm,Wednesday,Orange Line,Northbound,17,placeholder
